10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F0, 10, 00, 09, 00, 00, FF, FC, FF, FF, 00, 03, 00, 00, 06, 11, 00, 00, 02, BA, 00, 00, C1, 57, 00, 00, 01, 3E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 59, 4C, 00, 28, 00, 00, FF, F6, 00, 00, FF, F2, FF, FF, 06, 51, 00, 00, 02, B6, 00, 00, C1, D3, 00, 00, 01, A2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5A, DB, 3C, A7, FF, FF, 8F, 8D, 00, 00, 9C, 4E, FF, FF, 9B, 1B, 00, 76, 17, 6B, 00, 3C, FF, 50, 0F, 9B, 00, 4A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5C, 6A, 00, 13, 00, 00, FF, F5, 00, 00, FF, DB, FF, FF, 06, 25, 00, 00, 03, 5C, 00, 00, C1, C4, 00, 00, 01, 02
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5D, F9, 24, E4, 00, 00, 02, 9C, 00, 00, 1E, 16, 00, 00, 57, DD, 00, 82, 29, C9, 00, 42, 96, 5F, 0F, A8, 00, 13
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5F, 88, 00, 2E, 00, 00, FF, FB, 00, 00, 00, 01, 00, 00, 06, 1D, 00, 00, 02, C1, 00, 00, C1, DE, 00, 00, 01, E3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 61, 16, C5, FB, FF, FE, 8F, 7C, FF, FF, 96, C6, 00, 01, 4B, 63, 00, 7B, 80, 8B, 00, 3B, 66, B6, 0F, 9B, 00, 1C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 62, A4, FF, E3, FF, FF, 00, 10, 00, 00, 00, 02, 00, 00, 06, 35, 00, 00, 03, 56, 00, 00, C1, 89, 00, 00, 01, 24
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 64, 33, 00, 00, 00, 01, 87, B3, 00, 00, 95, 06, 00, 00, AD, B4, 00, 78, 3D, C2, 00, 3A, C0, 0C, 0F, A4, 00, 4B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 65, C2, FF, DE, 00, 00, FF, F0, FF, FF, FF, F7, 00, 00, 06, 12, 00, 00, 02, F2, 00, 00, C1, 83, 00, 00, 01, 85
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 67, 50, D8, 01, FF, FD, 01, 6B, 00, 00, 12, 2B, FF, FF, DC, 6C, 00, 7D, 56, 52, 00, 3A, C0, 88, 0F, 9C, 00, 1A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 68, DE, 00, 09, FF, FF, 00, 26, 00, 00, 00, 2E, 00, 00, 05, FF, 00, 00, 03, 59, 00, 00, C1, CE, 00, 00, 01, DE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6A, 6C, 84, 80, FF, FF, 95, 5C, 00, 00, 13, CC, 00, 00, A7, 59, 00, 78, 11, 21, 00, 36, CF, F6, 0F, A5, 00, 4E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6B, FB, 00, 12, 00, 00, FF, C4, FF, FF, 00, 27, 00, 00, 06, 3F, 00, 00, 02, B2, 00, 00, C1, 97, 00, 00, 01, FF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6D, 8A, B1, 24, 00, 00, E4, 6F, 00, 00, 1D, 59, FF, FF, 31, 4E, 00, 73, 3E, CF, 00, 43, 47, B3, 0F, 9B, 00, C6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6F, 17, 00, 3D, 00, 00, FF, F4, 00, 00, FF, F7, FF, FF, 06, 17, 00, 00, 03, 24, 00, 00, C1, CE, 00, 00, 01, CB
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 70, A5, F4, 74, 00, 00, 06, F1, FF, FE, 1D, 2B, FF, FF, E6, 2E, 00, 80, 9D, 1F, 00, 39, 46, 15, 0F, A1, 00, 98
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 72, 34, 00, 09, 00, 00, 00, 12, 00, 00, FF, EC, FF, FF, 06, 46, 00, 00, 02, E6, 00, 00, C1, 45, 00, 00, 01, 32
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 73, C2, 25, 62, 00, 00, EC, 4A, 00, 01, 13, 1C, 00, 00, 5B, FA, 00, 77, 81, 68, 00, 41, 02, 27, 0F, 9D, 00, 3A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 75, 4F, 00, 28, 00, 00, FF, D4, FF, FF, 00, 28, 00, 00, 06, 0A, 00, 00, 00, 00, 00, 00, C1, D6, 00, 00, 01, DA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 76, DD, 9D, A8, 00, 02, 81, E6, FF, FF, A4, C0, FF, FF, 7B, B5, 00, 7F, 08, 43, 00, 00, 8D, 45, 0F, A5, 00, 2E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 78, 6B, FF, FE, FF, FF, 00, 16, 00, 00, 00, 0C, 00, 00, 06, 26, 00, 00, 03, 5E, 00, 00, C1, 81, 00, 00, 01, 1D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 79, F9, B4, 5F, FF, FE, 19, 41, FF, FF, 09, 11, 00, 01, 19, 3C, 00, 79, 1A, 89, 00, 48, 24, 04, 0F, 9F, 00, D1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7B, 88, 00, 1E, 00, 00, 00, 10, FF, FF, FF, F1, 00, 00, 06, 1D, 00, 00, 02, C3, 00, 00, C1, BD, 00, 00, 01, D3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7D, 17, 24, A8, 00, 00, 27, C2, 00, 00, 22, 5F, 00, 00, F4, 65, 00, 7E, A3, 37, 00, 35, 2B, 2B, 0F, 9E, 00, 00
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7E, A5, 00, 14, FF, FF, 00, 11, 00, 00, FF, E0, FF, FF, 05, CC, 00, 00, 03, 33, 00, 00, C1, 7C, 00, 00, 01, B5
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 80, 32, 0C, 7C, 00, 00, A7, 9A, FF, FF, 6E, 17, 00, 01, 7A, 24, 00, 79, E4, B4, 00, 40, 02, F5, 0F, 9D, 00, DE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 81, C0, 00, 1E, 00, 00, 00, 05, 00, 00, 00, 1D, 00, 00, 06, 2B, 00, 00, 02, C5, 00, 00, C1, AB, 00, 00, 01, 33
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 83, 4E, 00, 00, 00, 00, 0C, 7E, FF, FE, 33, 20, 00, 00, A3, 2B, 00, 84, 3B, A8, 00, 3A, 1B, BC, 0F, A2, 00, EF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 84, DD, 00, 13, FF, FF, FF, F5, 00, 00, 00, 23, 00, 00, 06, 05, 00, 00, 03, 82, 00, 00, C1, DF, 00, 00, 01, 07
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 86, 6B, 29, B9, FF, FF, 08, D1, 00, 00, 9C, 14, FF, FE, 6B, AB, 00, 79, 27, 56, 00, 3A, 0F, 1F, 0F, A7, 00, CE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 87, F8, 00, 09, 00, 00, FF, F0, FF, FF, 00, 08, FF, FF, 06, 58, 00, 00, 02, FC, 00, 00, C1, B9, 00, 00, 01, 9F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 89, 85, 88, FA, FF, FF, 8F, 06, 00, 00, 1B, 9A, 00, 00, CB, D7, 00, 83, 21, 5A, 00, 3D, F8, 3E, 0F, 9D, 00, E4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8B, 14, 00, 0E, FF, FF, FF, FA, 00, 00, FF, EB, FF, FF, 06, 21, 00, 00, 03, 33, 00, 00, C1, B9, 00, 00, 01, B1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8C, A2, 76, B7, 00, 01, 87, 2E, FF, FF, 0D, D4, 00, 00, 96, E8, 00, 74, 5C, A1, 00, 3F, 98, 10, 0F, A2, 00, C4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8E, 30, 00, 08, FF, FF, 00, 06, 00, 00, FF, F0, FF, FF, 06, 42, 00, 00, 03, 1D, 00, 00, C1, 79, 00, 00, 01, A7
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8F, BF, B2, FA, FF, FE, 9E, 66, FF, FF, 25, A0, FF, FF, 82, B6, 00, 7F, 0C, 7B, 00, 45, 50, D6, 0F, 9D, 00, 5E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 91, 4E, 00, 00, 00, 00, FF, F5, FF, FF, 00, 2E, 00, 00, 05, F1, 00, 00, 03, 09, 00, 00, C1, D4, 00, 00, 01, E4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 92, DC, 71, 62, 00, 00, 08, 95, FF, FE, A5, 18, 00, 01, B4, 83, 00, 76, 69, BE, 00, 35, 1F, 40, 0F, A1, 00, FE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 94, 69, FF, E8, 00, 00, 00, 00, FF, FF, FF, FB, 00, 00, 06, 84, 00, 00, 03, 08, 00, 00, C1, AE, 00, 00, 01, 2E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 95, F7, 6D, B1, FF, FC, 71, 70, FF, FF, 24, 73, 00, 01, CF, 68, 00, 7D, 8E, 1E, 00, 45, B9, 98, 0F, 9E, 00, 0C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 97, 86, 00, 03, 00, 00, FF, DB, FF, FF, 00, 1D, 00, 00, 05, CC, 00, 00, 02, E4, 00, 00, C1, A0, 00, 00, 01, 7B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 99, 14, 0F, 0E, 00, 02, 24, 74, FF, FE, 0F, 75, 00, 00, A8, 36, 00, 7D, DE, E7, 00, 35, D0, 96, 0F, 9D, 00, 99
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9A, A2, FF, F3, FF, FF, FF, F5, FF, FF, 00, 24, 00, 00, 06, 69, 00, 00, 03, 21, 00, 00, C1, 81, 00, 00, 01, 65
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9C, 31, 14, 4E, FF, FE, 02, A6, 00, 00, 1D, A7, 00, 00, 3E, 3D, 00, 7A, BD, B5, 00, 46, 6B, 11, 0F, A2, 00, BF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9D, C0, 00, 33, 00, 00, FF, EF, FF, FF, 00, 19, 00, 00, 05, C8, 00, 00, 02, 9C, 00, 00, C1, BB, 00, 00, 01, CA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9F, 4F, 02, 43, 00, 02, AB, 15, FF, FE, 00, 00, 00, 00, 4A, E6, 00, 7F, BA, FD, 00, 38, CB, 94, 0F, 9F, 00, EA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A0, DD, FF, BE, FF, FF, 00, 20, FF, FF, FF, DB, FF, FF, 06, 1A, 00, 00, 03, 7A, 00, 00, C1, C3, 00, 00, 01, 9D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A2, 6B, 9F, 48, 00, 00, 90, A6, 00, 00, FF, A8, FF, FF, 90, 97, 00, 7D, 7E, 36, 00, 46, FE, F7, 0F, A6, 00, 64
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A3, FA, 00, 34, 00, 00, 00, 0B, FF, FF, 00, 0D, FF, FF, 06, 56, 00, 00, 02, D4, 00, 00, C1, A9, 00, 00, 01, CF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A5, 89, 7E, 16, 00, 04, 94, 0C, FF, FE, AC, DB, 00, 00, BD, 36, 00, 7B, F4, AE, 00, 34, 51, DF, 0F, 9B, 00, 55
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A7, 18, FF, FD, FF, FF, FF, EF, 00, 00, 00, 4F, 00, 00, 06, 14, 00, 00, 03, 8C, 00, 00, C1, 70, 00, 00, 01, 1E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A8, A5, CD, 46, FF, FE, 01, 38, FF, FF, 15, 71, FF, FF, B0, 41, 00, 7C, 9E, 66, 00, 3E, 98, 1C, 00, 00, 00, C8
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AA, 32, 00, 1D, 00, 00, FF, D4, FF, FF, 00, 19, FF, FF, 06, 29, 00, 00, 02, C9, 00, 00, C1, A2, 00, 00, 01, 8C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AB, C1, AE, F1, 00, 00, 9A, 1D, 00, 00, 6D, C0, 00, 01, 54, EA, 00, 7F, 33, B4, 00, 3A, DE, 27, 0F, 9F, 00, CE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AD, 4E, FF, D3, FF, FF, FF, DF, FF, FF, 00, 24, 00, 00, 00, 00, 00, 00, 03, 8A, 00, 00, C1, D3, 00, 00, 01, 3A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AE, DC, 2E, 29, FF, FF, 15, 22, FF, FF, 1B, 44, 00, 00, E5, C9, 00, 7A, 13, 90, 00, 3E, 1B, E6, 0F, A7, 00, 80
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B0, 69, 00, 00, 00, 00, 00, 10, 00, 00, 00, 0C, 00, 00, 06, 18, 00, 00, 02, F3, 00, 00, C1, 7C, 00, 00, 01, D3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B1, F8, 40, 26, FF, FF, 00, 9D, FF, FF, 2B, 25, 00, 00, ED, 48, 00, 7C, 8A, 3C, 00, 3D, 62, F0, 0F, 9B, 00, F5
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B3, 86, 00, 03, FF, FF, FF, FA, FF, FF, 00, 02, FF, FF, 06, 1C, 00, 00, 03, 66, 00, 00, C2, 02, 00, 00, 01, CE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B5, 15, 72, DC, 00, 02, 0E, 78, FF, FF, 30, C7, FF, FF, 40, A2, 00, 7D, C3, 49, 00, 39, 42, D5, 0F, A5, 00, 4F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B6, A3, 00, 1E, 00, 00, FF, FB, 00, 00, 00, 12, 00, 00, 06, 39, 00, 00, 02, D3, 00, 00, C1, 94, 00, 00, 01, 3A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B8, 32, E2, 5C, FF, FD, 0C, 21, FF, FE, 29, CE, FF, FE, 04, 30, 00, 7A, 26, AC, 00, 42, C2, 0B, 0F, 9C, 00, C9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B9, BF, FF, FF, FF, FF, FF, C3, FF, FF, 00, 29, 00, 00, 06, 09, 00, 00, 03, 33, 00, 00, C1, C6, 00, 00, 01, 77
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BB, 4C, 00, 0C, 00, 01, A5, 6F, FF, FF, 87, 5B, 00, 02, 01, EC, 00, 7F, AF, 5D, 00, 39, 0A, A0, 0F, A5, 00, 66
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BC, DB, 00, 03, 00, 00, 00, 1C, 00, 00, 00, 07, 00, 00, 06, 70, 00, 00, 02, CF, 00, 00, C1, 60, 00, 00, 01, 73
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BE, 69, 97, 61, FF, FF, EB, A0, 00, 00, 26, FB, 00, 00, 24, CB, 00, 77, 4C, B3, 00, 41, FC, 59, 0F, 9A, 00, BA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BF, F8, 00, 28, FF, FF, FF, F0, FF, FF, 00, 02, 00, 00, 05, FB, 00, 00, 02, FE, 00, 00, C1, BC, 00, 00, 01, 97
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C1, 86, 1F, 02, 00, 00, 1D, 81, FF, FF, 9B, 52, FF, FE, 97, 9C, 00, 81, 14, FD, 00, 3B, AF, 6C, 0F, A6, 00, 0B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C3, 15, FF, F3, FF, FF, 00, 16, 00, 00, 00, 12, 00, 00, 06, 2F, 00, 00, 03, 18, 00, 00, C1, 7A, 00, 00, 01, C9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C4, A3, 13, 01, FF, FF, 76, 6D, 00, 00, A7, 5F, FF, FE, 96, E3, 00, 00, 70, 45, 00, 44, 78, C9, 0F, 9F, 00, 0D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C6, 32, 00, 08, 00, 00, 00, 01, FF, FF, 00, 1E, 00, 00, 05, F0, 00, 00, 02, ED, 00, 00, C1, CD, 00, 00, 01, DD
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C7, C0, E7, 57, FF, FF, 78, 39, 00, 00, FB, AF, 00, 00, 99, 63, 00, 80, FE, B5, 00, 38, EA, 89, 0F, A2, 00, F6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C9, 4F, FF, E7, FF, FF, FF, DF, FF, FF, 00, 23, 00, 00, 06, 1A, 00, 00, 03, 4B, 00, 00, C1, 93, 00, 00, 01, 0B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CA, DC, 00, 00, FF, FD, 0A, 6D, 00, 00, 10, 55, 00, 01, 3C, 46, 00, 76, 98, 77, 00, 40, 4C, 45, 0F, 9F, 00, 52
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CC, 6A, FF, F8, 00, 00, 00, 0B, 00, 00, 00, 3E, 00, 00, 06, 39, 00, 00, 03, 03, 00, 00, C1, 75, 00, 00, 01, 3F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CD, F9, 08, B7, 00, 02, FC, 9E, FF, FF, 90, 9A, 00, 02, EE, CD, 00, 7D, 1B, F9, 00, 00, 27, D0, 0F, A1, 00, 8B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CF, 87, FF, E8, FF, FF, FF, FB, 00, 00, 00, 0D, FF, FF, 05, E0, 00, 00, 03, 5E, 00, 00, C1, A0, 00, 00, 01, 35
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D1, 16, 8D, F9, 00, 01, A5, A7, 00, 00, 9A, 57, FF, FF, 3D, A3, 00, 79, 1E, BF, 00, 00, 42, E2, 0F, A3, 00, 02
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D2, A5, 00, 29, 00, 00, FF, EA, 00, 00, 00, 1D, 00, 00, 06, 3E, 00, 00, 02, BE, 00, 00, C1, 81, 00, 00, 01, 3A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D4, 34, A0, 0A, FF, FF, 00, 37, 00, 00, 2A, 8D, FF, FE, 31, EE, 00, 83, FE, BF, 00, 39, 16, 20, 0F, 9E, 00, 63
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D5, C3, FF, D3, FF, FF, FF, EB, 00, 00, FF, FC, FF, FF, 06, 06, 00, 00, 03, 51, 00, 00, C1, B7, 00, 00, 01, 71
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D7, 50, 10, D7, 00, 01, 22, 63, FF, FF, 1B, B1, 00, 02, B4, FB, 00, 7B, E9, 5E, 00, 3D, 6F, C6, 0F, A4, 00, 43
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D8, DE, 00, 13, 00, 00, 00, 10, FF, FF, FF, FC, FF, FF, 06, 3F, 00, 00, 03, 13, 00, 00, C1, BC, 00, 00, 01, F6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DA, 6C, B2, 6A, 00, 01, 78, D9, 00, 01, 06, 83, 00, 00, EA, AB, 00, 84, F0, ED, 00, 40, DF, 96, 0F, 9E, 00, E3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DB, FB, FF, DE, FF, FF, 00, 15, 00, 00, 00, 12, 00, 00, 05, F9, 00, 00, 03, 3B, 00, 00, C1, E2, 00, 00, 01, 05
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DD, 88, 60, 9C, 00, 01, 2F, 07, FF, FE, 87, DE, 00, 00, 8B, E1, 00, 77, 1B, DD, 00, 39, 39, 67, 0F, 9F, 00, A9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DF, 16, FF, D3, FF, FF, FF, E5, FF, FF, FF, F7, 00, 00, 06, 47, 00, 00, 02, FA, 00, 00, C1, 54, 00, 00, 01, 49
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E0, A5, B7, C0, 00, 00, 00, E6, 00, 00, FA, 18, 00, 00, 91, D4, 00, 7E, 1F, 77, 00, 46, 78, 37, 0F, A2, 00, 60
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E2, 33, 00, 1E, 00, 00, 00, 05, 00, 00, FF, F1, FF, FF, 06, 0D, 00, 00, 02, EC, 00, 00, C1, FA, 00, 00, 01, 30
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E3, C1, 71, 6C, 00, 02, 00, 00, FF, FF, 16, BB, 00, 00, 97, 11, 00, 00, 7B, 96, 00, 34, 6C, 47, 0F, A4, 00, F2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E5, 50, FF, D3, FF, FF, FF, E6, FF, FF, FF, FC, 00, 00, 06, 51, 00, 00, 02, FB, 00, 00, C1, 8C, 00, 00, 01, D2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E6, DE, AA, A2, FF, FF, 9C, E7, FF, FE, 13, EC, FF, FF, 3C, 56, 00, 7D, E4, F2, 00, 43, 35, 86, 0F, 9E, 00, 68
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E8, 6D, 00, 53, 00, 00, 00, 00, 00, 00, FF, FC, 00, 00, 05, DA, 00, 00, 02, B2, 00, 00, C1, CC, 00, 00, 01, 11
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E9, FB, 1B, 11, 00, 01, E7, 27, 00, 01, 0B, 15, 00, 01, 7B, A9, 00, 7B, 56, 81, 00, 33, B6, D2, 0F, A1, 00, 6F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, EB, 8A, FF, E3, FF, FF, FF, D4, FF, FF, FF, F1, FF, FF, 06, 06, 00, 00, 03, 50, 00, 00, C1, 57, 00, 00, 01, D9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, ED, 17, C4, 44, FF, FF, 8C, C2, FF, FF, 1A, 63, FF, FF, E1, 18, 00, 7C, 0F, 53, 00, 45, 83, 9A, 0F, A3, 00, 09
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, EE, A6, 00, 2E, 00, 00, FF, CA, FF, FF, 00, 1E, 00, 00, 05, EE, 00, 00, 02, DF, 00, 00, C1, A2, 00, 00, 01, 2C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F0, 34, B4, A5, FF, FE, 14, 78, 00, 01, 77, 8D, 00, 01, AE, FE, 00, 79, 63, 3A, 00, 3C, A8, 8E, 0F, A1, 00, 3D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F1, C2, FF, D8, FF, FF, FF, DF, FF, FF, FF, EC, 00, 00, 05, FC, 00, 00, 03, 86, 00, 00, C1, 78, 00, 00, 01, 60
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F3, 51, 10, 64, FF, FF, 09, EE, FF, FF, 0D, 81, 00, 01, D0, F9, 00, 80, 98, 22, 00, 44, AC, 3A, 0F, A7, 00, 6A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F4, DE, 00, 33, 00, 00, FF, EF, 00, 00, FF, EB, FF, FF, 06, 30, 00, 00, 02, 7F, 00, 00, C1, B0, 00, 00, 01, 51
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F6, 6C, 00, 00, 00, 00, 94, 78, 00, 01, FB, EF, 00, 01, D0, E9, 00, 7B, A7, C4, 00, 3B, E1, 5C, 0F, 9B, 00, 68
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F7, F9, FF, D3, FF, FF, 00, 00, 00, 00, 00, 0D, 00, 00, 05, E3, 00, 00, 03, 7E, 00, 00, C1, A6, 00, 00, 01, EB
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F9, 87, 85, 61, FF, FF, 34, BC, 00, 00, 0C, C7, 00, 00, BC, 29, 00, 7D, 00, DD, 00, 3A, 55, CE, 0F, A7, 00, C6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FB, 16, 00, 18, 00, 00, FF, E0, FF, FF, FF, F0, 00, 00, 06, 1C, 00, 00, 02, E8, 00, 00, C1, 93, 00, 00, 01, A3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FC, A5, AC, D3, FF, FF, FD, 09, 00, 00, 15, 50, FF, FF, 60, E6, 00, 7D, 4A, DF, 00, 3B, E9, 3D, 0F, 9A, 00, CA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FE, 33, FF, DE, FF, FF, FF, EF, FF, FF, 00, 18, 00, 00, 06, 37, 00, 00, 03, 41, 00, 00, C1, B5, 00, 00, 01, 55
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FF, C1, 6E, FF, 00, 01, 0A, 3D, 00, 01, 93, CD, 00, 00, 22, 7E, 00, 7A, EB, 58, 00, 3E, 5B, CB, 0F, A0, 00, 93
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 01, 4F, 00, 1F, 00, 00, 00, 1B, 00, 00, FF, F6, 00, 00, 06, 52, 00, 00, 02, BB, 00, 00, C1, 79, 00, 00, 01, 1C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 02, DD, 3B, F5, FF, FE, 8E, 28, 00, 00, 7A, C8, 00, 01, C9, A3, 00, 7A, 15, 20, 00, 40, 22, F4, 0F, 9E, 00, 70
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 04, 6B, 00, 0E, FF, FF, FF, EA, 00, 00, FF, F6, FF, FF, 05, FE, 00, 00, 03, 31, 00, 00, C1, E1, 00, 00, 01, 7E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 05, FA, 10, 3F, 00, 00, 80, ED, FF, FF, 1C, 4A, 00, 00, 76, 55, 00, 7F, CC, 8E, 00, 39, BF, 08, 0F, A4, 00, C3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 07, 89, 00, 02, 00, 00, 00, 0B, FF, FF, 00, 23, 00, 00, 06, 42, 00, 00, 03, 25, 00, 00, C1, 5D, 00, 00, 01, 9A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 09, 17, D5, 0D, FF, FE, 82, EE, FF, FF, 0E, D1, FF, FF, 47, DB, 00, 00, 70, F5, 00, 45, 53, C2, 0F, 9C, 00, 23
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 0A, A5, FF, EF, FF, FF, FF, F0, FF, FF, 00, 23, 00, 00, 06, 02, 00, 00, 03, 22, 00, 00, C1, C4, 00, 00, 01, AB
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 0C, 33, 12, EC, 00, 00, 00, 00, 00, 01, 0A, AC, 00, 00, 1D, 46, 00, 7F, D0, 39, 00, 37, 75, 6C, 0F, A3, 00, F6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 0D, C2, 00, 03, 00, 00, FF, E0, FF, FF, 00, 1E, 00, 00, 06, 34, 00, 00, 03, 0B, 00, 00, C1, 70, 00, 00, 01, 94
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 0F, 51, 3E, B5, 00, 01, 00, 00, 00, 00, 98, F5, FF, FE, F7, 9A, 00, 77, 3C, 6A, 00, 44, 32, 79, 0F, A2, 00, 79
